countyFIPS,County Name,State,Population,Land Area in square miles,Population Density,Cases in given period,Deaths in given period,Percentage of fully vaccinated,Percentage of vaccinated with booster,Infections per 10k inhabitants,Deaths per 10k inhabitants
46075,Jones County ,SD,903,969.68,0.93,18,0,66.7,23.8,199.34,0.0
46077,Kingsbury County ,SD,4939,832.24,5.93,225,1,63.0,38.2,455.56,2.02
46079,Lake County ,SD,12797,563.28,22.72,471,6,47.2,30.5,368.06,4.69
46081,Lawrence County ,SD,25844,800.04,32.3,1222,6,52.3,20.0,472.84,2.32
46083,Lincoln County ,SD,61128,577.28,105.89,3592,8,54.1,32.3,587.62,1.31
46085,Lyman County ,SD,3781,1641.94,2.3,288,1,57.4,29.1,761.7,2.64
46087,McCook County ,SD,5586,574.2,9.73,232,1,52.7,33.0,415.32,1.79
46089,McPherson County ,SD,2379,1136.64,2.09,47,1,13.8,95.0,197.56,4.2
46091,Marshall County ,SD,4935,838.07,5.89,159,0,49.7,45.3,322.19,0.0
46093,Meade County ,SD,28332,3470.98,8.16,1410,2,51.5,16.9,497.67,0.71
46095,Mellette County ,SD,2061,1307.31,1.58,113,1,31.1,16.1,548.28,4.85
46097,Miner County ,SD,2216,570.31,3.89,69,0,51.0,35.9,311.37,0.0
46099,Minnehaha County ,SD,193134,807.15,239.28,13337,42,61.5,31.3,690.56,2.17
46101,Moody County ,SD,6576,519.39,12.66,306,2,44.9,30.9,465.33,3.04
46102,Oglala Lakota County ,SD,14177,2093.9,6.77,904,1,65.7,25.7,637.65,0.71
46103,Pennington County ,SD,113775,2776.55,40.98,7329,33,53.7,28.8,644.17,2.9
46105,Perkins County ,SD,2865,2870.48,1.0,117,0,31.0,35.6,408.38,0.0
46107,Potter County ,SD,2153,861.14,2.5,145,1,57.6,38.9,673.48,4.64
46109,Roberts County ,SD,10394,1101.04,9.44,500,1,65.4,30.3,481.05,0.96
46111,Sanborn County ,SD,2344,569.32,4.12,108,2,51.6,38.6,460.75,8.53
46115,Spink County ,SD,6376,1503.93,4.24,215,3,49.6,43.4,337.2,4.71
46117,Stanley County ,SD,3098,1444.43,2.14,99,3,55.1,33.3,319.56,9.68
46119,Sully County ,SD,1391,1006.82,1.38,40,0,42.3,31.1,287.56,0.0
46121,Todd County ,SD,10177,1388.56,7.33,712,3,52.9,20.8,699.62,2.95
46123,Tripp County ,SD,5441,1612.45,3.37,322,0,42.5,33.7,591.8,0.0
46125,Turner County ,SD,8384,617.06,13.59,399,0,50.0,35.9,475.91,0.0
46127,Union County ,SD,15932,460.54,34.59,821,1,48.1,25.2,515.32,0.63
46129,Walworth County ,SD,5435,708.63,7.67,227,1,44.7,34.9,417.66,1.84
46135,Yankton County ,SD,22814,521.16,43.78,1306,5,60.7,38.4,572.46,2.19
46137,Ziebach County ,SD,2756,1961.27,1.41,36,1,27.6,25.0,130.62,3.63
47001,Anderson County ,TN,76978,337.16,228.31,4279,43,52.6,35.7,555.87,5.59
47003,Bedford County ,TN,49713,473.64,104.96,2999,34,39.3,23.6,603.26,6.84
47005,Benton County ,TN,16160,394.14,41.0,699,23,41.6,35.3,432.55,14.23
47007,Bledsoe County ,TN,15064,406.43,37.06,565,17,33.5,28.3,375.07,11.29
47009,Blount County ,TN,133088,558.71,238.21,8213,60,49.3,35.3,617.11,4.51
47011,Bradley County ,TN,108110,328.76,328.84,6450,97,39.1,28.3,596.61,8.97
47013,Campbell County ,TN,39842,480.19,82.97,2127,40,41.2,28.6,533.86,10.04
47015,Cannon County ,TN,14678,265.64,55.26,592,7,29.9,29.5,403.32,4.77
47017,Carroll County ,TN,27767,599.25,46.34,1729,20,45.3,31.0,622.68,7.2
47019,Carter County ,TN,56391,341.2,165.27,2342,46,38.0,31.0,415.31,8.16
47021,Cheatham County ,TN,40667,302.44,134.46,2327,25,47.5,31.7,572.21,6.15
47023,Chester County ,TN,17297,285.74,60.53,1273,6,33.3,29.1,735.97,3.47
47025,Claiborne County ,TN,31959,434.58,73.54,1385,29,41.7,25.3,433.37,9.07
47027,Clay County ,TN,7615,236.54,32.19,318,7,27.7,34.7,417.6,9.19
47029,Cocke County ,TN,36004,434.57,82.85,2095,64,46.8,27.1,581.88,17.78
47031,Coffee County ,TN,56520,428.96,131.76,3431,48,43.2,29.1,607.04,8.49
47033,Crockett County ,TN,14230,265.54,53.59,1068,10,44.9,27.8,750.53,7.03
47035,Cumberland County ,TN,60520,681.03,88.87,1981,52,44.6,41.1,327.33,8.59
47037,Davidson County ,TN,694144,504.03,1377.19,46144,217,60.8,33.1,664.76,3.13
47039,Decatur County ,TN,11663,333.85,34.93,675,8,36.0,33.6,578.75,6.86
47041,DeKalb County ,TN,20490,304.35,67.32,974,12,38.8,31.6,475.35,5.86
47043,Dickson County ,TN,53948,489.9,110.12,2720,44,45.4,30.6,504.19,8.16
47045,Dyer County ,TN,37159,512.33,72.53,2874,15,37.4,24.8,773.43,4.04
47047,Fayette County ,TN,41133,704.79,58.36,2762,32,52.0,29.7,671.48,7.78
47049,Fentress County ,TN,18523,498.61,37.15,822,33,31.9,28.3,443.77,17.82
47051,Franklin County ,TN,42208,554.54,76.11,2609,40,38.4,32.2,618.13,9.48
47053,Gibson County ,TN,49133,602.74,81.52,4073,27,42.2,30.7,828.97,5.5
47055,Giles County ,TN,29464,610.93,48.23,1897,26,36.4,29.6,643.84,8.82
47057,Grainger County ,TN,23320,280.6,83.11,1129,22,46.7,30.1,484.13,9.43
47059,Greene County ,TN,69069,622.17,111.01,3815,62,44.0,32.9,552.35,8.98
47061,Grundy County ,TN,13427,360.53,37.24,513,21,28.8,25.3,382.07,15.64
47063,Hamblen County ,TN,64934,161.18,402.87,3718,77,40.0,29.9,572.58,11.86
47065,Hamilton County ,TN,367804,542.43,678.07,21115,237,53.5,34.8,574.08,6.44
47067,Hancock County ,TN,6620,222.34,29.77,345,8,31.0,30.4,521.15,12.08
47069,Hardeman County ,TN,25050,667.77,37.51,1340,11,43.0,27.3,534.93,4.39
47071,Hardin County ,TN,25652,577.32,44.43,1560,24,38.3,29.7,608.14,9.36
47073,Hawkins County ,TN,56786,486.98,116.61,2703,63,42.0,29.0,476.0,11.09
47075,Haywood County ,TN,17304,533.11,32.46,1495,4,48.3,28.2,863.96,2.31
47077,Henderson County ,TN,28117,520.07,54.06,1699,13,39.2,30.1,604.26,4.62
47079,Henry County ,TN,32345,562.1,57.54,1328,30,44.3,33.8,410.57,9.28
47081,Hickman County ,TN,25178,612.5,41.11,1075,14,40.0,30.2,426.96,5.56
47083,Houston County ,TN,8201,200.29,40.95,316,9,39.9,31.7,385.32,10.97
47085,Humphreys County ,TN,18582,530.98,35.0,616,11,39.5,26.4,331.5,5.92
47087,Jackson County ,TN,11786,308.32,38.23,504,8,32.0,33.6,427.63,6.79
47089,Jefferson County ,TN,54495,274.08,198.83,2938,62,47.2,31.0,539.13,11.38
47091,Johnson County ,TN,17788,298.48,59.6,492,18,35.1,28.0,276.59,10.12
47093,Knox County ,TN,470313,508.22,925.41,26449,142,56.7,35.3,562.37,3.02
47095,Lake County ,TN,7016,165.78,42.32,448,2,33.0,19.1,638.54,2.85
47097,Lauderdale County ,TN,25633,471.99,54.31,1639,10,35.3,24.4,639.41,3.9
47099,Lawrence County ,TN,44142,617.13,71.53,2567,32,34.5,28.1,581.53,7.25
47101,Lewis County ,TN,12268,282.09,43.49,462,5,33.8,30.0,376.59,4.08
47103,Lincoln County ,TN,34366,570.34,60.26,1817,36,39.5,28.8,528.72,10.48
47105,Loudon County ,TN,54068,229.22,235.88,2776,47,60.7,39.2,513.43,8.69
47107,McMinn County ,TN,53794,430.13,125.06,3080,62,37.5,29.3,572.55,11.53
47109,McNairy County ,TN,25694,562.86,45.65,1328,13,44.9,26.7,516.85,5.06
47111,Macon County ,TN,24602,307.14,80.1,1560,24,29.7,27.7,634.09,9.76
47113,Madison County ,TN,97984,557.12,175.88,7416,43,51.2,33.7,756.86,4.39
47115,Marion County ,TN,28907,498.16,58.03,1419,39,42.5,28.8,490.88,13.49
47117,Marshall County ,TN,34375,375.46,91.55,1743,12,39.7,28.0,507.05,3.49
47119,Maury County ,TN,96387,613.14,157.2,5591,39,60.4,29.7,580.06,4.05
47121,Meigs County ,TN,12422,195.12,63.66,617,15,65.1,31.7,496.7,12.08
47123,Monroe County ,TN,46545,635.57,73.23,2200,61,41.0,32.0,472.66,13.11
47125,Montgomery County ,TN,208993,539.18,387.61,9576,117,54.4,18.5,458.2,5.6
47127,Moore County ,TN,6488,129.22,50.21,458,9,20.8,33.1,705.92,13.87
47129,Morgan County ,TN,21403,522.18,40.99,951,13,49.0,25.9,444.33,6.07
47131,Obion County ,TN,30069,544.73,55.2,2524,30,38.2,23.6,839.4,9.98
47133,Overton County ,TN,22241,433.48,51.31,1064,29,33.7,35.6,478.4,13.04
47135,Perry County ,TN,8076,414.73,19.47,342,8,38.3,34.6,423.48,9.91
47137,Pickett County ,TN,5048,162.98,30.97,364,2,41.7,38.3,721.08,3.96
47139,Polk County ,TN,16832,434.68,38.72,773,16,39.8,31.1,459.24,9.51
47141,Putnam County ,TN,80245,401.1,200.06,3804,42,48.2,31.3,474.05,5.23
47143,Rhea County ,TN,33167,315.38,105.17,1493,36,40.7,27.8,450.15,10.85
47145,Roane County ,TN,53382,360.71,147.99,2774,27,42.4,35.0,519.65,5.06
47147,Robertson County ,TN,71813,476.29,150.78,4451,52,48.8,27.8,619.8,7.24
47149,Rutherford County ,TN,332285,619.36,536.5,20392,179,49.9,27.3,613.69,5.39
47151,Scott County ,TN,22068,532.3,41.46,1268,27,34.4,26.1,574.59,12.23
47153,Sequatchie County ,TN,15026,265.86,56.52,501,21,32.7,31.7,333.42,13.98
47155,Sevier County ,TN,98250,592.5,165.82,5754,63,47.3,29.5,585.65,6.41
47157,Shelby County ,TN,937166,763.17,1227.99,67174,456,50.7,27.2,716.78,4.87
47159,Smith County ,TN,20157,314.29,64.14,910,13,30.9,28.9,451.46,6.45
47161,Stewart County ,TN,13715,459.33,29.86,598,6,40.0,30.4,436.02,4.37
47163,Sullivan County ,TN,158348,413.36,383.08,8283,110,53.1,33.2,523.09,6.95
47165,Sumner County ,TN,191283,529.45,361.29,11396,160,44.9,31.6,595.77,8.36
47167,Tipton County ,TN,61599,458.37,134.39,3987,37,37.5,23.6,647.25,6.01
47169,Trousdale County ,TN,11284,114.19,98.82,523,13,34.5,28.2,463.49,11.52
47171,Unicoi County ,TN,17883,186.17,96.06,689,14,51.2,33.4,385.28,7.83
47173,Union County ,TN,19972,223.55,89.34,894,16,33.0,31.4,447.63,8.01
47175,Van Buren County ,TN,5872,273.42,21.48,215,12,55.0,34.1,366.14,20.44
47177,Warren County ,TN,41277,432.68,95.4,1946,19,38.7,32.0,471.45,4.6
47179,Washington County ,TN,129375,326.47,396.28,6782,73,56.1,34.3,524.21,5.64
47181,Wayne County ,TN,16673,734.1,22.71,802,10,38.8,28.4,481.02,6.0
47183,Weakley County ,TN,33328,580.36,57.43,1790,10,35.8,29.0,537.09,3.0
47185,White County ,TN,27345,376.67,72.6,1176,15,40.3,32.1,430.06,5.49
47187,Williamson County ,TN,238412,582.6,409.22,13141,66,62.1,37.6,551.19,2.77
47189,Wilson County ,TN,144657,570.83,253.42,8820,75,49.7,31.1,609.72,5.18
48001,Anderson County ,TX,57735,1062.6,54.33,1094,12,0.0,0.0,189.49,2.08
48003,Andrews County ,TX,18705,1500.71,12.46,732,4,0.0,0.0,391.34,2.14
48005,Angelina County ,TX,86715,797.78,108.7,898,21,0.0,0.0,103.56,2.42
48007,Aransas County ,TX,23510,252.07,93.27,969,4,53.8,0.1,412.17,1.7
48009,Archer County ,TX,8553,903.11,9.47,665,0,0.0,0.0,777.5,0.0
48011,Armstrong County ,TX,1887,909.11,2.08,149,0,0.0,0.0,789.61,0.0
48013,Atascosa County ,TX,51153,1219.54,41.94,3618,8,0.0,0.0,707.29,1.56
48015,Austin County ,TX,30032,646.51,46.45,1402,4,0.0,0.0,466.84,1.33
48017,Bailey County ,TX,7000,826.8,8.47,266,3,0.0,0.0,380.0,4.29
48019,Bandera County ,TX,23112,790.96,29.22,798,6,0.0,0.0,345.28,2.6
48021,Bastrop County ,TX,88723,888.15,99.9,5917,10,53.1,1.4,666.91,1.13
48023,Baylor County ,TX,3509,867.48,4.05,181,4,0.0,0.0,515.82,11.4
48025,Bee County ,TX,32565,880.24,37.0,2319,6,0.0,0.0,712.11,1.84
48027,Bell County ,TX,362924,1051.02,345.31,20574,38,55.4,0.2,566.9,1.05
48029,Bexar County ,TX,2003554,1239.82,1616.0,176355,238,63.8,0.1,880.21,1.19
48031,Blanco County ,TX,11931,709.25,16.82,998,2,0.0,0.0,836.48,1.68
48033,Borden County ,TX,654,897.44,0.73,49,0,0.0,0.0,749.24,0.0
48035,Bosque County ,TX,18685,982.98,19.01,1207,5,0.0,0.0,645.97,2.68
48037,Bowie County ,TX,93245,885.01,105.36,4585,26,36.3,1.4,491.72,2.79
48039,Brazoria County ,TX,374264,1357.7,275.66,26995,51,54.0,0.1,721.28,1.36
48041,Brazos County ,TX,229211,585.45,391.51,17653,17,48.3,0.4,770.16,0.74
48043,Brewster County ,TX,9203,6183.73,1.49,-108,2,0.0,0.0,-117.35,2.17
48045,Briscoe County ,TX,1546,900.0,1.72,162,1,0.0,0.0,1047.87,6.47
48047,Brooks County ,TX,7093,943.36,7.52,340,2,0.0,0.0,479.35,2.82
48049,Brown County ,TX,37864,944.43,40.09,2519,20,0.0,0.0,665.28,5.28
48051,Burleson County ,TX,18443,659.03,27.99,1431,2,0.0,0.0,775.9,1.08
48053,Burnet County ,TX,48155,994.26,48.43,2364,10,0.0,0.0,490.91,2.08
48055,Caldwell County ,TX,43664,545.26,80.08,4416,11,0.0,0.0,1011.36,2.52
48057,Calhoun County ,TX,21290,506.84,42.01,1426,2,0.0,0.0,669.8,0.94
48059,Callahan County ,TX,13943,899.37,15.5,704,7,0.0,0.0,504.91,5.02
48061,Cameron County ,TX,423163,890.92,474.97,24122,51,70.4,0.0,570.04,1.21
48063,Camp County ,TX,13094,195.83,66.86,494,3,0.0,0.0,377.27,2.29
48065,Carson County ,TX,5926,920.22,6.44,506,3,0.0,0.0,853.86,5.06
48067,Cass County ,TX,30026,936.96,32.05,1522,13,33.2,0.5,506.89,4.33
48069,Castro County ,TX,7530,894.43,8.42,751,5,0.0,0.0,997.34,6.64
48071,Chambers County ,TX,43837,597.14,73.41,905,5,0.0,0.0,206.45,1.14
48073,Cherokee County ,TX,52646,1052.91,50.0,735,5,0.0,0.0,139.61,0.95
48075,Childress County ,TX,7306,696.41,10.49,459,5,0.0,0.0,628.25,6.84
48077,Clay County ,TX,10471,1088.72,9.62,367,2,0.0,0.0,350.49,1.91
48079,Cochran County ,TX,2853,775.15,3.68,291,1,0.0,0.0,1019.98,3.51
48081,Coke County ,TX,3387,911.47,3.72,112,0,0.0,0.0,330.68,0.0
48083,Coleman County ,TX,8175,1261.95,6.48,324,6,0.0,0.0,396.33,7.34
48085,Collin County ,TX,1034730,841.23,1230.02,56442,125,62.7,0.1,545.48,1.21
48087,Collingsworth County ,TX,2920,918.44,3.18,178,2,0.0,0.0,609.59,6.85
48089,Colorado County ,TX,21493,960.27,22.38,741,2,0.0,0.0,344.76,0.93
48091,Comal County ,TX,156209,559.48,279.2,9207,28,56.3,0.0,589.4,1.79
48093,Comanche County ,TX,13635,937.75,14.54,645,5,0.0,0.0,473.05,3.67
48095,Concho County ,TX,2726,983.8,2.77,250,0,0.0,0.0,917.09,0.0
48097,Cooke County ,TX,41257,874.76,47.16,1614,12,0.0,0.0,391.21,2.91
48099,Coryell County ,TX,75951,1052.07,72.19,5280,10,0.0,0.0,695.19,1.32
48101,Cottle County ,TX,1398,900.56,1.55,17,0,0.0,0.0,121.6,0.0
48103,Crane County ,TX,4797,785.07,6.11,199,2,0.0,0.0,414.84,4.17
48105,Crockett County ,TX,3464,2807.33,1.23,161,0,0.0,0.0,464.78,0.0
48107,Crosby County ,TX,5737,900.2,6.37,673,4,0.0,0.0,1173.09,6.97
48109,Culberson County ,TX,2171,3812.8,0.57,88,2,0.0,0.0,405.34,9.21
48111,Dallam County ,TX,7287,1503.26,4.85,573,4,0.0,0.0,786.33,5.49
48113,Dallas County ,TX,2635516,871.28,3024.88,121657,340,56.0,0.2,461.61,1.29
48115,Dawson County ,TX,12728,900.31,14.14,168,9,0.0,0.0,131.99,7.07
48117,Deaf Smith County ,TX,18546,1496.87,12.39,451,16,0.0,0.0,243.18,8.63
48119,Delta County ,TX,5331,256.83,20.76,1001,0,0.0,0.0,1877.7,0.0
48121,Denton County ,TX,887207,878.43,1009.99,48382,108,58.0,0.1,545.33,1.22
48123,DeWitt County ,TX,20160,908.98,22.18,3224,0,0.0,0.0,1599.21,0.0
48125,Dickens County ,TX,2211,901.72,2.45,132,0,0.0,0.0,597.01,0.0
48127,Dimmit County ,TX,10124,1328.88,7.62,1453,1,0.0,0.0,1435.2,0.99
48129,Donley County ,TX,3278,926.89,3.54,259,2,0.0,0.0,790.12,6.1
48131,Duval County ,TX,11157,1793.48,6.22,938,4,0.0,0.0,840.73,3.59
48133,Eastland County ,TX,18360,926.49,19.82,406,11,0.0,0.0,221.13,5.99
48135,Ector County ,TX,166223,897.69,185.17,8490,47,39.6,0.1,510.76,2.83
48137,Edwards County ,TX,1932,2117.86,0.91,97,2,0.0,0.0,502.07,10.35
48139,Ellis County ,TX,184826,935.49,197.57,11686,29,0.0,0.0,632.27,1.57
48141,El Paso County ,TX,839238,1012.69,828.72,28028,333,72.4,0.3,333.97,3.97
48143,Erath County ,TX,42698,1083.07,39.42,1534,5,0.0,0.0,359.27,1.17
48145,Falls County ,TX,17297,765.48,22.6,954,5,0.0,0.0,551.54,2.89
48147,Fannin County ,TX,35514,890.84,39.87,1210,11,0.0,0.0,340.71,3.1
48149,Fayette County ,TX,25346,950.01,26.68,829,4,0.0,0.0,327.07,1.58
48151,Fisher County ,TX,3830,898.94,4.26,117,1,0.0,0.0,305.48,2.61
48153,Floyd County ,TX,5712,992.14,5.76,569,4,0.0,0.0,996.15,7.0
48155,Foard County ,TX,1155,704.4,1.64,6,1,0.0,0.0,51.95,8.66
48157,Fort Bend County ,TX,811688,861.48,942.2,61165,56,66.3,0.1,753.55,0.69
48159,Franklin County ,TX,10725,284.39,37.71,561,0,0.0,0.0,523.08,0.0
48161,Freestone County ,TX,19717,877.74,22.46,895,7,0.0,0.0,453.92,3.55
48163,Frio County ,TX,20306,1133.5,17.91,913,4,0.0,0.0,449.62,1.97
48165,Gaines County ,TX,21492,1502.38,14.31,-473,8,0.0,0.0,-220.08,3.72
48167,Galveston County ,TX,342139,378.36,904.27,24393,65,56.5,0.1,712.96,1.9
48169,Garza County ,TX,6229,893.41,6.97,432,2,0.0,0.0,693.53,3.21
48171,Gillespie County ,TX,26988,1058.21,25.5,1217,13,0.0,0.0,450.94,4.82
48173,Glasscock County ,TX,1409,900.22,1.57,30,0,0.0,0.0,212.92,0.0
48175,Goliad County ,TX,7658,852.01,8.99,400,1,0.0,0.0,522.33,1.31
48177,Gonzales County ,TX,20837,1066.69,19.53,691,5,0.0,0.0,331.62,2.4
48179,Gray County ,TX,21886,925.97,23.64,1654,21,0.0,0.0,755.73,9.6
48181,Grayson County ,TX,136212,932.8,146.02,8405,38,42.2,0.3,617.05,2.79
48183,Gregg County ,TX,123945,273.3,453.51,2625,21,0.0,0.0,211.79,1.69
48185,Grimes County ,TX,28880,787.46,36.67,2677,4,0.0,0.0,926.94,1.39
48187,Guadalupe County ,TX,166847,711.3,234.57,8858,10,51.1,0.1,530.91,0.6
48189,Hale County ,TX,33406,1004.68,33.25,-1955,19,0.0,0.0,-585.22,5.69
48191,Hall County ,TX,2964,883.49,3.35,310,5,0.0,0.0,1045.88,16.87
48193,Hamilton County ,TX,8461,835.91,10.12,543,0,0.0,0.0,641.77,0.0
48195,Hansford County ,TX,5399,919.81,5.87,367,0,0.0,0.0,679.76,0.0
48197,Hardeman County ,TX,3933,695.11,5.66,83,0,0.0,0.0,211.03,0.0
48199,Hardin County ,TX,57602,890.57,64.68,1039,8,0.0,0.0,180.38,1.39
48201,Harris County ,TX,4713325,1703.48,2766.88,360275,537,59.0,0.1,764.38,1.14
48203,Harrison County ,TX,66553,899.95,73.95,2657,15,37.5,0.6,399.23,2.25
48205,Hartley County ,TX,5576,1462.03,3.81,263,1,0.0,0.0,471.66,1.79
48207,Haskell County ,TX,5658,903.13,6.26,194,1,0.0,0.0,342.88,1.77
48209,Hays County ,TX,230191,677.98,339.52,19540,31,57.6,0.0,848.86,1.35
48211,Hemphill County ,TX,3819,906.29,4.21,280,1,0.0,0.0,733.18,2.62
48213,Henderson County ,TX,82737,873.75,94.69,3822,22,0.0,0.0,461.95,2.66
48215,Hidalgo County ,TX,868707,1570.87,553.01,55156,94,64.6,0.0,634.92,1.08
48217,Hill County ,TX,36649,958.86,38.22,2467,14,0.0,0.0,673.14,3.82
48219,Hockley County ,TX,23021,908.39,25.34,2767,11,0.0,0.0,1201.95,4.78
48221,Hood County ,TX,61643,420.64,146.55,2500,21,0.0,0.0,405.56,3.41
48223,Hopkins County ,TX,37084,767.17,48.34,1229,11,0.0,0.0,331.41,2.97
48225,Houston County ,TX,22968,1230.91,18.66,711,7,0.0,0.0,309.56,3.05
48227,Howard County ,TX,36664,900.79,40.7,395,13,0.0,0.0,107.74,3.55
48229,Hudspeth County ,TX,4886,4570.98,1.07,298,2,0.0,0.0,609.91,4.09
48231,Hunt County ,TX,98594,840.32,117.33,3668,17,40.0,0.1,372.03,1.72
48233,Hutchinson County ,TX,20938,887.42,23.59,2054,19,32.6,0.3,980.99,9.07
48235,Irion County ,TX,1536,1051.56,1.46,207,1,0.0,0.0,1347.66,6.51
48237,Jack County ,TX,8935,910.66,9.81,380,1,0.0,0.0,425.29,1.12
48239,Jackson County ,TX,14760,829.44,17.8,308,3,0.0,0.0,208.67,2.03
48241,Jasper County ,TX,35529,938.85,37.84,1582,6,0.0,0.0,445.27,1.69
48243,Jeff Davis County ,TX,2274,2264.56,1.0,3,2,0.0,0.0,13.19,8.8
48245,Jefferson County ,TX,251565,876.3,287.08,8491,29,47.2,0.1,337.53,1.15
48247,Jim Hogg County ,TX,5200,1136.14,4.58,1113,0,0.0,0.0,2140.38,0.0
48249,Jim Wells County ,TX,40482,864.97,46.8,2972,3,0.0,0.0,734.15,0.74
48251,Johnson County ,TX,175817,724.69,242.61,10056,61,0.0,0.0,571.96,3.47
48253,Jones County ,TX,20083,928.55,21.63,985,7,0.0,0.0,490.46,3.49
48255,Karnes County ,TX,15601,747.56,20.87,779,3,0.0,0.0,499.33,1.92
48257,Kaufman County ,TX,136154,780.7,174.4,8691,30,48.0,0.0,638.32,2.2
48259,Kendall County ,TX,47431,662.45,71.6,2119,4,0.0,0.0,446.75,0.84
48261,Kenedy County ,TX,404,1458.33,0.28,11,0,0.0,0.0,272.28,0.0
48263,Kent County ,TX,762,902.51,0.84,45,0,0.0,0.0,590.55,0.0
48265,Kerr County ,TX,52600,1103.32,47.67,1740,18,0.0,0.0,330.8,3.42
48267,Kimble County ,TX,4337,1250.99,3.47,184,1,0.0,0.0,424.26,2.31
48269,King County ,TX,272,910.87,0.3,13,0,0.0,0.0,477.94,0.0
48271,Kinney County ,TX,3667,1360.06,2.7,177,0,0.0,0.0,482.68,0.0
48273,Kleberg County ,TX,30680,881.31,34.81,1905,1,0.0,0.0,620.93,0.33
48275,Knox County ,TX,3664,850.62,4.31,100,0,0.0,0.0,272.93,0.0
48277,Lamar County ,TX,49859,907.19,54.96,-31,11,37.1,0.2,-6.22,2.21
48279,Lamb County ,TX,12893,1016.18,12.69,1105,7,0.0,0.0,857.05,5.43
48281,Lampasas County ,TX,21428,712.84,30.06,1566,5,0.0,0.0,730.82,2.33
48283,La Salle County ,TX,7520,1486.69,5.06,645,2,0.0,0.0,857.71,2.66
48285,Lavaca County ,TX,20154,969.71,20.78,786,6,0.0,0.0,390.0,2.98
48287,Lee County ,TX,17239,629.02,27.41,836,2,0.0,0.0,484.95,1.16
48289,Leon County ,TX,17404,1073.15,16.22,1003,6,0.0,0.0,576.3,3.45
48291,Liberty County ,TX,88219,1158.42,76.15,3331,13,0.0,0.0,377.58,1.47
48293,Limestone County ,TX,23437,905.29,25.89,1099,5,0.0,0.0,468.92,2.13
48295,Lipscomb County ,TX,3233,932.18,3.47,130,0,32.7,1.9,402.1,0.0
48297,Live Oak County ,TX,12207,1039.7,11.74,288,2,0.0,0.0,235.93,1.64
48299,Llano County ,TX,21795,934.03,23.33,893,6,0.0,0.0,409.73,2.75
48301,Loving County ,TX,169,668.93,0.25,105,0,0.0,0.0,6213.02,0.0
48303,Lubbock County ,TX,310569,895.6,346.77,20620,126,45.5,0.1,663.94,4.06
48305,Lynn County ,TX,5951,891.87,6.67,398,4,0.0,0.0,668.8,6.72
48307,McCulloch County ,TX,7984,1065.6,7.49,243,2,0.0,0.0,304.36,2.51
48309,McLennan County ,TX,256623,1037.1,247.44,9827,45,48.1,0.1,382.94,1.75
48311,McMullen County ,TX,743,1139.43,0.65,35,0,0.0,0.0,471.06,0.0
48313,Madison County ,TX,14284,466.07,30.65,1007,3,0.0,0.0,704.98,2.1
48315,Marion County ,TX,9854,380.88,25.87,323,2,38.4,0.7,327.79,2.03
48317,Martin County ,TX,5771,914.94,6.31,206,0,0.0,0.0,356.96,0.0
48319,Mason County ,TX,4274,928.8,4.6,160,1,0.0,0.0,374.36,2.34
48321,Matagorda County ,TX,36643,1100.28,33.3,1587,8,0.0,0.0,433.1,2.18
48323,Maverick County ,TX,58722,1279.26,45.9,6560,16,79.5,0.9,1117.13,2.72
48325,Medina County ,TX,51584,1325.36,38.92,2095,8,0.0,0.0,406.13,1.55
48327,Menard County ,TX,2138,902.03,2.37,110,1,0.0,0.0,514.5,4.68
48329,Midland County ,TX,176832,900.3,196.41,7630,42,40.3,0.1,431.48,2.38
48331,Milam County ,TX,24823,1016.93,24.41,835,2,0.0,0.0,336.38,0.81
48333,Mills County ,TX,4873,748.26,6.51,459,2,0.0,0.0,941.92,4.1
48335,Mitchell County ,TX,8545,911.09,9.38,763,3,0.0,0.0,892.92,3.51
48337,Montague County ,TX,19818,930.91,21.29,1168,12,0.0,0.0,589.36,6.06
48339,Montgomery County ,TX,607391,1041.74,583.05,38481,66,50.7,0.1,633.55,1.09
48341,Moore County ,TX,20940,899.69,23.27,1329,13,0.0,0.0,634.67,6.21
48343,Morris County ,TX,12388,251.99,49.16,633,3,0.0,0.0,510.98,2.42
48345,Motley County ,TX,1200,989.56,1.21,83,2,0.0,0.0,691.67,16.67
48347,Nacogdoches County ,TX,65204,946.54,68.89,3196,5,0.0,0.0,490.15,0.77
48349,Navarro County ,TX,50113,1009.63,49.64,2587,13,0.0,0.0,516.23,2.59
48351,Newton County ,TX,13595,933.68,14.56,282,2,0.0,0.0,207.43,1.47
48353,Nolan County ,TX,14714,912.0,16.13,337,6,0.0,0.0,229.03,4.08
48355,Nueces County ,TX,362294,838.48,432.08,14789,30,53.9,0.1,408.2,0.83
48357,Ochiltree County ,TX,9836,917.63,10.72,314,5,0.0,0.0,319.24,5.08
48359,Oldham County ,TX,2112,1500.53,1.41,119,0,0.0,0.0,563.45,0.0
48361,Orange County ,TX,83396,333.67,249.94,477,12,34.2,0.2,57.2,1.44
48363,Palo Pinto County ,TX,29189,951.79,30.67,1711,12,0.0,0.0,586.18,4.11
48365,Panola County ,TX,23194,801.75,28.93,1158,6,35.0,0.6,499.27,2.59
48367,Parker County ,TX,142878,903.48,158.14,7175,30,0.0,0.0,502.18,2.1
48369,Parmer County ,TX,9605,880.78,10.91,511,3,0.0,0.0,532.01,3.12
